ATF	1.0 
30	57     
"Type=GenePix Export 3" 
"DateTime=2014/03/28 12:10:34" 
"Settings=C:\Documents and Settings\MahalLab3\Desktop\LZY\miR200 treated\20140327_setting.gps" 
"GalFile=" 
"PixelSize=5" 
"Wavelengths=532	635" 
"ImageFiles=C:\Documents and Settings\MahalLab3\Desktop\LZY\miR200 treated\20140327_2_.tif 2	C:\Documents and Settings\MahalLab3\Desktop\LZY\miR200 treated\20140327_2_.tif 3" 
"NormalizationMethod=None" 
"NormalizationFactors=1	1" 
"JpegImage=" 
"StdDev=Type 1" 
"RatioFormulations=W1/W2 (532/635)" 
"FeatureType=Circular" 
"Barcode=" 
"BackgroundSubtraction=LocalFeature" 
"ImageOrigin=0, 0" 
"JpegOrigin=715, 1395" 
"Creator=GenePix Pro 7.2.29.002" 
"Scanner=GenePix 4300 [122871]" 
"FocusPosition=0" 
"Temperature=0" 
"LinesAveraged=1" 
"Comment=" 
"PMTGain=425	570" 
"ScanPower=70	90" 
"LaserPower=2.11	1.69" 
"Filters=Standard Green	Standard Red" 
"ScanRegion=0,0,4400,14400" 
"ScanArea=1" 
"Supplier=" 
"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"B532 Median"	"B532 Mean"	"B532"	"B532 SD"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"F635 Median"	"F635 Mean"	"F635 SD"	"B635 Median"	"B635 Mean"	"B635"	"B635 SD"	"% > B635+1SD"	"% > B635+2SD"	"F635 % Sat."	"Ratio of Medians (532/635)"	"Ratio of Means (532/635)"	"Median of Ratios (532/635)"	"Mean of Ratios (532/635)"	"Ratios SD (532/635)"	"Rgn Ratio (532/635)"	"Rgn R2 (532/635)"	"F Pixels"	"B Pixels"	"Circularity"	"Flags"	"Normalize"	"Autoflag"	"Sum of Medians (532/635)"	"Sum of Means (532/635)"	"Log Ratio (532/635)"	"F532 Median - B532"	"F635 Median - B635"	"F532 Mean - B532"	"F635 Mean - B635"	"F532 Total Intensity"	"F635 Total Intensity"	"SNR 532"	"SNR 635"	"F532 CV"	"F635 CV"	"B532 CV"	"B635 CV"	"Index" 
8	8	9	""	""	10925	21875	130	3626	3687	1240	320	352	320	536	100	99	0	2735	2965	2447	107	183	107	1185	97	64	0	1.258	1.178	1.274	1.268	1.390	0.859	0.725	540	4068	100	0	0	0	5934	6225	0.331	3306	2628	3367	2858	1991003	1600924	6.222	2.348	33	82	152	647	2648
8	9	9	""	""	11190	21875	135	3680	3646	826	320	331	320	250	99	99	0	2762	2964	2264	106	134	106	673	98	97	0	1.265	1.164	1.241	1.240	1.459	0.867	0.548	540	4292	100	0	0	0	6016	6184	0.339	3360	2656	3326	2858	1968830	1600575	13.260	4.205	22	76	75	502	2649
8	10	9	""	""	11465	21865	115	1055	1114	316	313	324	313	216	98	96	0	1064	1200	714	103	130	103	479	97	51	0	0.772	0.730	0.787	0.756	1.411	0.528	0.696	392	3108	100	0	0	0	1703	1898	-0.373	742	961	801	1097	436523	470235	3.657	2.234	28	59	66	368	2650
8	11	9	""	""	11730	21865	120	1070	1148	585	294	335	294	831	40	5	0	1069	1419	1811	99	180	99	1466	15	6	0	0.800	0.647	0.766	0.749	1.632	0.224	0.500	460	3454	100	0	0	0	1746	2174	-0.322	776	970	854	1320	528131	652745	0.978	0.845	50	127	248	814	2651
8	12	9	""	""	12000	21870	110	947	1055	432	256	264	256	139	99	99	0	974	1295	1267	88	107	88	222	99	98	0	0.780	0.662	0.776	0.754	1.442	0.447	0.712	392	2896	100	0	0	0	1577	2006	-0.359	691	886	799	1207	413398	507703	5.691	5.351	40	97	52	207	2652
8	13	9	""	""	12300	21870	85	7636	6583	2394	479	545	479	255	100	99	0	5350	4973	2354	162	191	162	144	100	100	0	1.380	1.269	1.340	1.283	1.315	1.196	0.886	208	1660	100	0	0	0	12345	10915	0.464	7157	5188	6104	4811	1369271	1034344	23.678	33.208	36	47	46	75	2653
8	14	9	""	""	12555	21865	80	7373	6437	2459	525	577	525	229	100	97	0	5216	4891	2211	169	193	169	113	100	99	0	1.357	1.252	1.284	1.257	1.299	1.204	0.897	208	1512	100	0	0	0	11895	10634	0.440	6848	5047	5912	4722	1338796	1017388	25.590	41.575	38	45	39	58	2654
8	15	9	""	""	12805	21865	85	7329	6707	1940	484	542	484	253	100	100	0	5339	5151	2084	144	179	144	155	100	99	0	1.318	1.243	1.307	1.284	1.263	1.170	0.906	208	1660	100	0	0	0	12040	11230	0.398	6845	5195	6223	5007	1394986	1071341	24.368	32.077	28	40	46	86	2655
8	1	10	""	""	9065	22150	125	2792	2570	1051	328	340	328	138	92	89	0	1673	1740	1251	88	101	88	96	92	89	0	1.555	1.357	1.510	1.476	1.694	1.190	0.737	460	3687	100	0	0	0	4049	3894	0.637	2464	1585	2242	1652	1182403	800556	16.159	17.073	40	71	40	95	2656
8	2	10	""	""	9300	22135	105	2920	2770	943	348	372	348	171	93	91	0	1925	1940	911	105	135	105	231	93	90	0	1.413	1.320	1.360	1.300	1.551	1.255	0.800	316	2572	100	0	0	0	4392	4257	0.499	2572	1820	2422	1835	875248	613069	14.023	7.814	34	46	45	171	2657
8	3	10	""	""	9565	22135	105	2966	2788	949	340	355	340	129	96	93	0	1946	2093	1465	105	132	105	154	95	91	0	1.426	1.231	1.372	1.299	1.590	1.013	0.654	316	2572	100	0	0	0	4467	4436	0.512	2626	1841	2448	1988	881017	661243	18.860	12.734	34	69	36	116	2658
8	4	10	""	""	9860	22145	140	1885	2029	910	310	320	310	144	99	99	0	1468	1561	567	97	110	97	100	99	99	0	1.149	1.174	1.107	1.088	1.545	1.307	0.831	624	4571	100	0	0	0	2946	3183	0.200	1575	1371	1719	1464	1266071	973871	11.868	14.510	44	36	45	90	2659
8	5	10	""	""	10120	22145	145	2258	2255	1102	309	337	309	220	100	100	0	1538	1645	663	101	416	101	3664	1	0	0	1.356	1.260	1.207	1.169	1.500	1.120	0.572	624	4692	100	0	0	0	3386	3490	0.440	1949	1437	1946	1544	1407014	1026425	8.718	0.335	48	40	65	880	2660
8	6	10	""	""	10390	22145	145	1965	1894	761	300	330	300	208	99	98	0	1399	1488	548	101	416	101	3649	0	0	0	1.283	1.149	1.116	1.089	1.443	0.039	0.048	624	4718	100	0	0	0	2963	2981	0.359	1665	1298	1594	1387	1181572	928239	7.519	0.294	40	36	63	877	2661
8	7	10	""	""	10650	22140	135	952	963	325	279	293	279	126	95	92	0	969	965	340	93	114	93	141	96	94	0	0.768	0.784	0.771	0.759	1.575	0.806	0.751	540	4236	100	0	0	0	1549	1556	-0.380	673	876	684	872	519836	521274	5.317	6.035	33	35	43	123	2662
8	8	10	""	""	10935	22140	135	1001	1005	337	293	310	293	499	84	9	0	832	857	443	96	139	96	1048	10	1	0	0.962	0.936	0.935	0.945	1.718	0.516	0.882	540	4304	100	0	0	0	1444	1473	-0.056	708	736	712	761	542723	463030	1.393	0.685	33	51	160	753	2663
8	9	10	""	""	11210	22145	140	965	955	349	300	309	300	227	87	80	0	794	870	651	102	127	102	637	56	9	0	0.961	0.853	0.926	0.926	1.777	0.667	0.631	624	4592	100	0	0	0	1357	1423	-0.057	665	692	655	768	596122	542823	2.846	1.166	36	74	73	501	2664
8	10	10	""	""	11475	22145	140	7490	7304	1735	297	305	297	71	100	100	0	5713	5691	1799	110	126	110	116	100	100	0	1.284	1.256	1.297	1.282	1.222	1.231	0.949	624	4534	100	0	0	0	12796	12588	0.360	7193	5603	7007	5581	4557550	3551454	98.577	47.974	23	31	23	92	2665
8	11	10	""	""	11740	22140	140	8271	7818	2384	285	303	285	182	100	100	0	6812	6649	2230	109	150	109	821	96	94	0	1.191	1.152	1.181	1.172	1.250	1.119	0.864	624	4617	100	0	0	0	14689	14073	0.253	7986	6703	7533	6540	4878280	4149212	41.291	7.916	30	33	60	547	2666
8	12	10	""	""	12020	22135	140	8086	7427	2266	266	312	266	293	100	99	0	6597	6226	2155	108	145	108	283	100	97	0	1.205	1.170	1.217	1.187	1.232	1.165	0.951	624	4603	100	0	0	0	14309	13279	0.269	7820	6489	7161	6118	4634167	3884809	24.283	21.488	30	34	93	195	2667
8	13	10	""	""	12275	22135	135	933	942	179	291	611	291	707	33	0	0	750	850	497	127	240	127	332	89	44	0	1.030	0.900	1.011	0.999	1.723	0.843	0.503	540	4250	100	0	0	0	1265	1374	0.043	642	623	651	723	508629	458827	0.468	1.837	19	58	115	138	2668
8	14	10	""	""	12545	22140	135	929	933	222	305	709	305	805	9	1	0	663	727	409	124	261	124	322	85	30	0	1.158	1.041	1.143	1.151	1.647	1.061	0.506	540	4308	100	0	0	0	1163	1231	0.211	624	539	628	603	503861	392374	0.278	1.447	23	56	113	123	2669
8	15	10	""	""	12820	22135	140	902	912	252	292	697	292	838	7	0	0	675	761	497	108	249	108	348	83	31	0	1.076	0.949	1.054	1.063	1.693	0.992	0.449	624	4713	100	0	0	0	1177	1273	0.105	610	567	620	653	569141	474882	0.257	1.471	27	65	120	139	2670
8	1	11	""	""	9040	22415	145	1389	1402	243	291	295	291	63	100	100	0	913	944	412	77	87	77	57	100	100	0	1.313	1.281	1.314	1.320	1.299	1.163	0.855	624	4812	100	0	0	0	1934	1978	0.393	1098	836	1111	867	874579	588780	17.571	15.035	17	43	21	65	2671
8	2	11	""	""	9310	22415	150	1355	1355	219	294	304	294	101	99	99	0	981	987	257	86	100	86	105	100	100	0	1.185	1.178	1.183	1.185	1.379	1.162	0.888	716	5180	100	0	0	0	1956	1962	0.245	1061	895	1061	901	969980	706708	10.406	8.448	16	26	33	105	2672
8	3	11	""	""	9580	22415	145	1393	1407	164	294	304	294	102	100	100	0	1021	1048	340	91	109	91	139	100	100	0	1.182	1.163	1.178	1.198	1.300	1.072	0.856	624	4788	100	0	0	0	2029	2070	0.241	1099	930	1113	957	877731	654190	10.814	6.755	11	32	33	127	2673
8	4	11	""	""	9850	22415	130	2664	2535	837	298	301	298	56	96	96	0	1737	1770	987	91	99	91	53	97	95	0	1.437	1.332	1.402	1.355	1.542	1.237	0.743	540	4060	100	0	0	0	4012	3916	0.523	2366	1646	2237	1679	1368677	955868	39.893	31.528	33	55	18	53	2674
8	5	11	""	""	10115	22415	130	2548	2417	782	304	310	304	197	95	94	0	1699	1727	875	95	103	95	64	97	95	0	1.399	1.295	1.374	1.362	1.602	1.225	0.775	540	4052	100	0	0	0	3848	3745	0.484	2244	1604	2113	1632	1305258	932346	10.695	25.375	32	50	63	62	2675
8	6	11	""	""	10380	22415	130	2643	2479	774	294	308	294	220	93	92	0	1720	1753	879	93	233	93	2516	9	1	0	1.444	1.316	1.409	1.357	1.593	1.240	0.806	540	4060	100	0	0	0	3976	3845	0.530	2349	1627	2185	1660	1338704	946565	9.868	0.604	31	50	71	1079	2676
8	7	11	""	""	10655	22415	150	1985	1994	546	268	273	268	70	99	98	0	2046	2135	860	88	98	88	64	99	99	0	0.877	0.843	0.887	0.862	1.399	0.792	0.829	716	5080	100	0	0	0	3675	3773	-0.189	1717	1958	1726	2047	1427602	1528639	24.586	31.828	27	40	25	65	2677
8	8	11	""	""	10930	22420	145	1927	2007	426	271	277	271	74	100	100	0	2011	2196	852	93	108	93	114	100	100	0	0.863	0.825	0.876	0.852	1.367	0.718	0.769	624	4831	100	0	0	0	3574	3839	-0.212	1656	1918	1736	2103	1252643	1370295	23.378	18.316	21	38	26	105	2678
8	9	11	""	""	11200	22420	145	1904	1966	405	285	291	285	95	100	100	0	1828	1959	691	95	110	95	118	100	100	0	0.934	0.902	0.954	0.924	1.374	0.846	0.791	624	4726	100	0	0	0	3352	3545	-0.098	1619	1733	1681	1864	1226588	1222396	17.632	15.669	20	35	32	107	2679
8	10	11	""	""	11470	22410	140	3010	2886	614	294	299	294	64	97	97	0	3581	3477	808	98	110	98	78	98	97	0	0.780	0.767	0.774	0.760	1.318	0.764	0.970	624	4574	100	0	0	0	6199	5971	-0.359	2716	3483	2592	3379	1800703	2169582	40.422	43.167	21	23	21	70	2680
8	11	11	""	""	11740	22415	140	3010	2899	600	285	291	285	59	100	98	0	3626	3507	838	98	109	98	71	98	98	0	0.772	0.767	0.772	0.768	1.261	0.761	0.965	624	4609	100	0	0	0	6253	6023	-0.373	2725	3528	2614	3409	1809237	2188128	44.203	47.859	20	23	20	65	2681
8	12	11	""	""	12015	22415	140	2986	2943	431	299	624	299	716	98	97	0	3433	3428	600	125	242	125	324	99	99	0	0.812	0.800	0.810	0.793	1.246	0.783	0.915	624	4627	100	0	0	0	5995	5947	-0.300	2687	3308	2644	3303	1836212	2139186	3.239	9.833	14	17	114	133	2682
8	13	11	""	""	12285	22415	140	4869	4937	635	2023	1934	2023	911	100	100	0	7793	8138	1847	693	732	693	531	100	100	0	0.401	0.391	0.392	0.392	1.182	0.319	0.900	624	4640	100	0	0	0	9946	10359	-1.319	2846	7100	2914	7445	3080467	5078283	3.296	13.947	12	22	47	72	2683
8	14	11	""	""	12555	22415	140	5651	5752	789	2665	2485	2665	853	100	99	0	9885	10149	2239	971	969	971	543	100	100	0	0.335	0.336	0.336	0.335	1.203	0.298	0.906	624	4608	100	0	0	0	11900	12265	-1.578	2986	8914	3087	9178	3589085	6333164	3.830	16.906	13	22	34	56	2684
8	15	11	""	""	12820	22415	140	5383	5461	733	2488	2352	2488	1075	100	88	0	8905	9287	2283	861	928	861	848	100	100	0	0.360	0.353	0.357	0.354	1.183	0.277	0.848	624	4660	100	0	0	0	10939	11399	-1.474	2895	8044	2973	8426	3407820	5795009	2.892	9.857	13	24	45	91	2685
8	1	12	""	""	9045	22690	140	2085	2132	1341	263	285	263	109	90	88	0	1598	2104	2902	70	81	70	67	92	89	0	1.192	0.919	1.122	1.081	1.805	0.553	0.604	624	4528	100	0	0	0	3350	3903	0.254	1822	1528	1869	2034	1330427	1312991	16.945	30.194	62	137	38	82	2686
8	2	12	""	""	9310	22690	120	1998	2127	1208	240	279	240	646	95	89	0	1712	2205	2753	72	144	72	1436	66	10	0	1.072	0.885	1.071	1.010	1.614	0.538	0.588	460	3304	100	0	0	0	3398	4020	0.100	1758	1640	1887	2133	978491	1014161	2.861	1.435	56	124	231	997	2687
8	3	12	""	""	9580	22690	150	1985	2087	1236	257	327	257	598	90	86	0	1628	2482	4389	83	176	83	1425	61	12	0	1.118	0.763	1.072	0.991	1.784	0.353	0.674	716	5014	100	0	0	0	3273	4229	0.161	1728	1545	1830	2399	1494416	1777353	2.943	1.618	59	176	182	809	2688
8	4	12	""	""	9845	22690	140	751	721	245	274	282	274	150	88	81	0	649	642	291	85	105	85	681	29	1	0	0.846	0.803	0.827	0.817	1.913	0.817	0.714	624	4529	100	0	0	0	1041	1004	-0.242	477	564	447	557	449895	400421	2.927	0.789	33	45	53	648	2689
8	5	12	""	""	10120	22685	140	844	797	226	294	297	294	53	94	91	0	782	784	325	93	102	93	58	97	95	0	0.798	0.728	0.738	0.700	1.705	0.625	0.855	624	4596	100	0	0	0	1239	1194	-0.325	550	689	503	691	497516	489034	9.434	11.759	28	41	17	56	2690
8	6	12	""	""	10385	22685	135	811	820	238	275	277	275	58	98	96	0	785	874	645	89	100	89	149	99	95	0	0.770	0.694	0.746	0.725	1.637	0.522	0.727	540	4268	100	0	0	0	1232	1330	-0.377	536	696	545	785	442795	472205	9.362	5.195	29	73	20	149	2691
8	7	12	""	""	10680	22670	130	649	692	474	219	223	219	48	89	86	0	802	1251	3644	74	84	74	150	87	82	0	0.591	0.402	0.574	0.572	2.007	0.090	0.276	540	4014	100	0	0	0	1158	1650	-0.760	430	728	473	1177	373709	675335	9.771	7.780	68	291	21	178	2692
8	8	12	""	""	10975	22700	130	766	848	458	214	231	214	148	92	89	0	826	1093	1339	75	109	75	434	88	36	0	0.735	0.623	0.740	0.710	1.806	0.343	0.616	540	4043	100	0	0	0	1303	1652	-0.444	552	751	634	1018	458040	590171	4.169	2.267	54	122	64	398	2693
8	9	12	""	""	11230	22675	120	759	1189	1495	229	237	229	85	96	95	0	855	2636	5745	75	88	75	86	97	96	0	0.679	0.375	0.623	0.576	1.720	0.265	0.880	460	3456	100	0	0	0	1310	3521	-0.557	530	780	960	2561	546979	1212338	11.200	29.628	125	217	35	97	2694
8	10	12	""	""	11480	22685	115	566	596	166	267	274	267	158	86	47	0	281	326	237	84	100	84	212	45	10	0	1.518	1.360	1.503	1.568	2.157	0.857	0.433	392	3108	100	0	0	0	496	571	0.602	299	197	329	242	233441	127767	2.038	1.066	27	72	57	212	2695
8	11	12	""	""	11745	22685	120	558	594	179	281	290	281	244	60	18	0	290	339	244	97	113	97	297	25	4	0	1.435	1.293	1.417	1.464	2.244	0.972	0.411	460	3460	100	0	0	0	470	555	0.521	277	193	313	242	273314	155744	1.246	0.761	30	71	84	262	2696
8	12	12	""	""	12000	22680	115	531	584	270	255	268	255	255	56	12	0	281	406	845	93	111	93	273	29	6	0	1.468	1.051	1.504	1.532	2.282	0.396	0.454	392	3108	100	0	0	0	464	642	0.554	276	188	329	313	228930	159068	1.239	1.081	46	208	95	245	2697
8	13	12	""	""	12285	22680	60	332	338	67	323	420	323	249	0	0	0	101	104	49	111	135	111	164	0	0	0	-0.900	-2.143	1.387	1.475	3.628	0.661	0.398	120	820	100	0	0	0	-1	8	Error	9	-10	15	-7	40545	12515	-0.329	-0.189	19	47	59	121	2698
8	14	12	""	""	12555	22685	65	413	419	99	401	551	401	347	0	0	0	129	134	63	136	174	136	131	4	1	0	-1.714	-9.000	1.803	1.478	3.734	4.307	0.309	120	940	100	0	0	0	5	16	Error	12	-7	18	-2	50302	16078	-0.380	-0.305	23	47	62	75	2699
8	15	12	""	""	12825	22685	70	299	311	74	300	463	300	341	0	0	0	107	114	50	115	152	115	119	3	0	0	0.125	-11.000	1.441	1.358	4.042	3.755	0.243	156	1140	100	0	0	0	-9	10	-3.000	-1	-8	11	-1	48555	17740	-0.446	-0.319	23	43	73	78	2700
8	1	13	""	""	9045	22820	55	249	253	59	309	377	309	191	0	0	0	56	69	42	83	96	83	60	5	1	0	2.222	4.000	1.932	1.755	3.114	6.967	0.126	80	576	100	0	0	0	-87	-70	1.152	-60	-27	-56	-14	20263	5510	-0.649	-0.450	23	60	50	62	2701
8	2	13	""	""	9305	22810	50	259	268	60	308	379	308	200	0	0	0	68	84	60	99	114	99	76	6	3	0	1.581	2.667	1.334	1.217	3.622	5.281	0.043	80	501	100	0	0	0	-80	-55	0.661	-49	-31	-40	-15	21426	6700	-0.555	-0.395	22	71	52	66	2702
8	3	13	""	""	9570	22820	55	233	228	39	285	397	285	337	0	0	0	69	80	46	100	173	100	373	0	0	0	1.677	2.850	1.280	1.411	3.307	2.766	0.112	80	558	100	0	0	0	-83	-77	0.746	-52	-31	-57	-20	18212	6433	-0.501	-0.249	17	57	84	215	2703
8	4	13	""	""	9845	22955	140	1096	1059	417	310	653	310	744	61	1	0	1850	1817	1342	112	218	112	290	89	88	0	0.452	0.439	0.453	0.470	1.625	0.347	0.430	624	4439	100	0	0	0	2524	2454	-1.145	786	1738	749	1705	660856	1133935	0.546	5.514	39	73	113	133	2704
8	5	13	""	""	10125	22955	135	1073	1119	508	281	287	281	79	100	100	0	1695	1916	2168	88	104	88	122	100	100	0	0.493	0.458	0.484	0.484	1.273	0.313	0.841	540	4098	100	0	0	0	2399	2666	-1.021	792	1607	838	1828	604180	1034842	10.532	14.852	45	113	27	117	2705
8	6	13	""	""	10395	22955	145	1029	958	323	250	256	250	82	91	88	0	1770	1639	754	80	97	80	121	90	87	0	0.461	0.454	0.460	0.484	1.575	0.434	0.918	624	4500	100	0	0	0	2469	2267	-1.117	779	1690	708	1559	597840	1022683	8.561	12.744	33	46	32	124	2706
8	7	13	""	""	10655	22960	140	1488	1414	369	199	212	199	85	95	94	0	3289	3191	956	68	85	68	158	96	96	0	0.400	0.389	0.398	0.392	1.486	0.385	0.953	624	4551	100	0	0	0	4510	4338	-1.321	1289	3221	1215	3123	882526	1991190	14.141	19.658	26	29	40	185	2707
8	8	13	""	""	10930	22960	140	1325	1284	373	196	226	196	161	93	93	0	2540	2536	1047	70	106	70	427	94	93	0	0.457	0.441	0.454	0.440	1.431	0.418	0.928	624	4553	100	0	0	0	3599	3554	-1.129	1129	2470	1088	2466	801498	1582686	6.571	5.691	29	41	71	402	2708
8	9	13	""	""	11205	22960	140	1430	1436	547	210	233	210	126	96	95	0	2805	3059	2386	70	91	70	157	97	96	0	0.446	0.410	0.440	0.421	1.555	0.320	0.837	624	4573	100	0	0	0	3955	4215	-1.165	1220	2735	1226	2989	896354	1908960	9.548	18.904	38	77	54	172	2709
8	10	13	""	""	11470	22955	140	895	916	209	238	245	238	137	99	99	0	985	1085	489	76	91	76	178	99	99	0	0.723	0.672	0.709	0.696	1.412	0.605	0.771	624	4620	100	0	0	0	1566	1687	-0.468	657	909	678	1009	571680	677091	4.898	5.584	22	45	55	195	2710
8	11	13	""	""	11740	22955	140	933	945	175	269	274	269	84	100	100	0	1089	1195	475	92	107	92	154	100	100	0	0.666	0.613	0.644	0.631	1.444	0.515	0.747	624	4619	100	0	0	0	1661	1779	-0.586	664	997	676	1103	589828	745920	7.988	7.065	18	39	30	143	2711
8	12	13	""	""	12010	22955	145	925	931	203	260	267	260	82	98	98	0	1124	1207	504	89	107	89	154	99	99	0	0.643	0.600	0.628	0.616	1.416	0.533	0.810	624	4856	100	0	0	0	1700	1789	-0.638	665	1035	671	1118	580736	752951	8.098	7.143	21	41	30	143	2712
8	13	13	""	""	12280	22960	140	1309	1208	421	246	254	246	87	97	92	0	1468	1403	698	84	99	84	124	93	89	0	0.768	0.729	0.749	0.814	1.707	0.686	0.915	624	4570	100	0	0	0	2447	2281	-0.381	1063	1384	962	1319	753656	875755	10.966	10.516	34	49	34	125	2713
8	14	13	""	""	12555	22955	140	1336	1301	984	250	258	250	112	98	94	0	1599	1638	2064	84	105	84	315	92	88	0	0.717	0.676	0.713	0.742	1.559	0.503	0.847	624	4602	100	0	0	0	2601	2605	-0.480	1086	1515	1051	1554	812038	1022014	9.313	4.867	75	126	43	300	2714
8	15	13	""	""	12830	22955	135	1297	1271	345	257	262	257	68	100	98	0	1646	1619	608	81	96	81	151	98	95	0	0.665	0.659	0.657	0.692	1.446	0.618	0.891	540	4270	100	0	0	0	2605	2552	-0.590	1040	1565	1014	1538	686586	874064	14.838	10.086	27	37	25	157	2715
8	1	14	""	""	9025	23230	145	5183	5192	346	3551	3620	3551	675	100	80	0	5675	5836	1416	1391	1488	1391	667	100	99	0	0.381	0.369	0.366	0.380	1.425	0.326	0.542	624	4888	100	0	0	0	5916	6086	-1.392	1632	4284	1641	4445	3240111	3641774	2.329	6.519	6	24	18	44	2716
8	2	14	""	""	9300	23235	135	5172	5170	436	4045	4100	4045	612	89	39	0	5892	6113	1234	1826	1936	1826	726	100	100	0	0.277	0.262	0.257	0.247	1.603	0.219	0.388	540	4255	100	0	0	0	5193	5412	-1.851	1127	4066	1125	4287	2791835	3301271	1.748	5.753	8	20	14	37	2717
8	3	14	""	""	9570	23235	150	5232	5287	432	3738	3758	3738	563	100	85	0	6087	6052	1913	1592	1659	1592	603	100	96	0	0.332	0.347	0.339	0.368	1.675	0.252	0.557	716	4892	100	0	0	0	5989	6009	-1.589	1494	4495	1549	4460	3785702	4333544	2.716	7.285	8	31	14	36	2718
8	4	14	""	""	9800	23190	150	2383	2354	767	1391	1841	1391	1480	30	0	0	777	834	432	390	707	390	732	26	1	0	2.563	2.169	2.201	2.301	2.007	1.991	0.631	716	4679	100	-75	0	0	1379	1407	1.358	992	387	963	444	1685253	597366	0.347	0.173	32	51	80	103	2719
8	5	14	""	""	10070	23185	150	252	259	60	269	302	269	137	2	0	0	77	146	1340	84	98	84	107	4	1	0	2.429	-0.161	1.283	1.248	3.968	0.013	0.015	716	4941	100	-75	0	0	-24	52	1.280	-17	-7	-10	62	185510	104237	-0.314	0.449	23	917	45	109	2720
8	6	14	""	""	10345	23185	150	228	230	41	240	247	240	67	4	0	0	74	81	47	73	82	73	70	9	1	0	-12.000	-1.250	1.019	0.953	3.893	0.847	0.019	716	5043	100	-75	0	0	-11	-2	Error	-12	1	-10	8	164989	57774	-0.254	-0.014	17	58	27	85	2721
8	7	14	""	""	10660	23225	145	540	548	93	274	356	274	214	74	6	0	292	306	121	97	128	97	230	38	4	0	1.364	1.311	1.342	1.445	2.069	0.347	0.098	624	4819	100	0	0	0	461	483	0.448	266	195	274	209	341984	191124	0.897	0.774	16	39	60	179	2722
8	8	14	""	""	10930	23230	155	613	627	119	424	453	424	237	35	1	0	337	357	155	127	155	127	225	46	6	0	0.900	0.883	0.885	0.900	2.604	0.529	0.096	716	5081	100	0	0	0	399	433	-0.152	189	210	203	230	448947	255338	0.734	0.898	18	43	52	145	2723
8	9	14	""	""	11195	23225	140	576	583	102	286	395	286	261	61	1	0	336	344	115	101	134	101	283	31	1	0	1.234	1.222	1.264	1.300	1.865	0.501	0.435	624	4567	100	0	0	0	525	540	0.303	290	235	297	243	363774	214780	0.720	0.742	17	33	66	211	2724
8	10	14	""	""	11485	23225	90	957	981	354	219	232	219	135	95	91	0	878	989	636	74	114	74	650	67	15	0	0.918	0.833	0.938	0.901	1.814	0.761	0.817	256	1924	100	0	0	0	1542	1677	-0.124	738	804	762	915	251126	253063	5.548	1.346	36	64	58	570	2725
8	11	14	""	""	11740	23215	90	1024	1040	643	234	245	234	172	92	88	0	878	991	1133	78	108	78	500	82	24	0	0.988	0.883	0.984	0.919	1.734	0.919	0.939	256	1924	100	0	0	0	1590	1719	-0.018	790	800	806	913	266360	253740	4.622	1.766	61	114	70	462	2726
8	12	14	""	""	12000	23225	90	1116	1149	391	253	257	253	52	100	99	0	1029	1201	848	79	87	79	53	100	99	0	0.908	0.799	0.885	0.874	1.467	0.645	0.800	256	1924	100	0	0	0	1813	2018	-0.139	863	950	896	1122	294071	307469	17.154	21.019	34	70	20	60	2727
8	13	14	""	""	12280	23225	150	3269	3318	991	265	272	265	74	100	100	0	2877	3018	1323	82	95	82	102	100	100	0	1.075	1.040	1.081	1.083	1.467	0.983	0.820	716	5188	100	0	0	0	5799	5989	0.104	3004	2795	3053	2936	2375418	2161015	41.162	28.657	29	43	27	107	2728
8	14	14	""	""	12550	23220	155	3252	3360	1043	278	282	278	64	100	100	0	2895	3078	1321	86	96	86	68	100	100	0	1.059	1.030	1.082	1.053	1.493	0.987	0.827	716	5040	100	0	0	0	5783	6074	0.082	2974	2809	3082	2992	2405425	2203615	48.094	43.853	31	42	22	70	2729
8	15	14	""	""	12820	23220	155	3564	3777	1977	274	279	274	61	100	100	0	3319	3505	1414	83	92	83	53	100	100	0	1.017	1.024	1.017	1.015	1.515	1.126	0.623	716	5216	100	0	0	0	6526	6925	0.024	3290	3236	3503	3422	2704044	2509872	57.344	64.396	52	40	21	57	2730
8	1	15	""	""	9045	23485	120	1310	1294	261	1443	1917	1443	1600	0	0	0	913	971	548	341	710	341	778	21	3	0	-0.233	-0.237	0.171	0.233	6.283	2.492	0.518	460	3454	100	0	0	0	439	481	Error	-133	572	-149	630	595044	446452	-0.389	0.335	20	56	83	109	2731
8	2	15	""	""	9310	23485	115	2003	1991	278	2182	2230	2182	1734	0	0	0	1364	1433	766	583	883	583	1149	11	2	0	-0.229	-0.225	0.129	0.117	4.642	1.174	0.643	392	3108	100	0	0	0	602	659	Error	-179	781	-191	850	780454	561823	-0.138	0.479	13	53	77	130	2732
8	3	15	""	""	9575	23485	110	1387	1388	191	1394	1857	1394	1486	0	0	0	1114	1183	460	333	687	333	731	59	5	0	-0.009	-0.007	0.126	0.114	3.037	2.443	0.424	392	2896	100	0	0	0	774	844	Error	-7	781	-6	850	544143	463739	-0.316	0.679	13	38	80	106	2733
