ATF	1.0 
30	57     
"Type=GenePix Export 3" 
"DateTime=2014/03/28 12:10:34" 
"Settings=C:\Documents and Settings\MahalLab3\Desktop\LZY\miR200 treated\20140327_setting.gps" 
"GalFile=" 
"PixelSize=5" 
"Wavelengths=532	635" 
"ImageFiles=C:\Documents and Settings\MahalLab3\Desktop\LZY\miR200 treated\20140327_2_.tif 2	C:\Documents and Settings\MahalLab3\Desktop\LZY\miR200 treated\20140327_2_.tif 3" 
"NormalizationMethod=None" 
"NormalizationFactors=1	1" 
"JpegImage=" 
"StdDev=Type 1" 
"RatioFormulations=W1/W2 (532/635)" 
"FeatureType=Circular" 
"Barcode=" 
"BackgroundSubtraction=LocalFeature" 
"ImageOrigin=0, 0" 
"JpegOrigin=715, 1395" 
"Creator=GenePix Pro 7.2.29.002" 
"Scanner=GenePix 4300 [122871]" 
"FocusPosition=0" 
"Temperature=0" 
"LinesAveraged=1" 
"Comment=" 
"PMTGain=425	570" 
"ScanPower=70	90" 
"LaserPower=2.11	1.69" 
"Filters=Standard Green	Standard Red" 
"ScanRegion=0,0,4400,14400" 
"ScanArea=1" 
"Supplier=" 
"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"B532 Median"	"B532 Mean"	"B532"	"B532 SD"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"F635 Median"	"F635 Mean"	"F635 SD"	"B635 Median"	"B635 Mean"	"B635"	"B635 SD"	"% > B635+1SD"	"% > B635+2SD"	"F635 % Sat."	"Ratio of Medians (532/635)"	"Ratio of Means (532/635)"	"Median of Ratios (532/635)"	"Mean of Ratios (532/635)"	"Ratios SD (532/635)"	"Rgn Ratio (532/635)"	"Rgn R2 (532/635)"	"F Pixels"	"B Pixels"	"Circularity"	"Flags"	"Normalize"	"Autoflag"	"Sum of Medians (532/635)"	"Sum of Means (532/635)"	"Log Ratio (532/635)"	"F532 Median - B532"	"F635 Median - B635"	"F532 Mean - B532"	"F635 Mean - B635"	"F532 Total Intensity"	"F635 Total Intensity"	"SNR 532"	"SNR 635"	"F532 CV"	"F635 CV"	"B532 CV"	"B635 CV"	"Index" 
5	2	3	""	""	9315	11250	160	1943	1976	438	467	482	467	119	100	100	0	551	602	862	58	69	58	63	100	100	0	2.994	2.774	2.997	3.041	1.372	1.685	0.394	812	5000	100	0	0	0	1969	2053	1.582	1476	493	1509	544	1604791	488589	12.555	8.460	22	143	24	91	1472
5	3	3	""	""	9585	11250	165	1870	1923	1013	473	489	473	211	100	100	0	544	663	1207	57	67	57	83	100	96	0	2.869	2.393	2.816	2.888	1.484	1.290	0.651	812	4962	100	0	0	0	1884	2056	1.520	1397	487	1450	606	1561188	538187	6.796	7.181	52	182	43	123	1473
5	4	3	""	""	9840	11250	145	2463	2451	458	481	490	481	207	99	99	0	1115	1138	396	56	67	56	87	99	99	0	1.872	1.821	1.848	1.870	1.296	1.846	0.883	624	4659	100	0	0	0	3041	3052	0.904	1982	1059	1970	1082	1529616	709973	9.473	12.310	18	34	42	129	1474
5	5	3	""	""	10120	11245	155	2407	2292	523	457	488	457	741	94	89	0	1118	1093	363	58	91	58	670	89	15	0	1.840	1.773	1.806	1.826	1.412	1.305	0.850	716	5093	100	0	0	0	3010	2870	0.879	1950	1060	1835	1035	1641128	782678	2.435	1.496	22	33	151	736	1475
5	6	3	""	""	10390	11245	155	2257	2116	605	460	688	460	976	88	28	0	959	925	370	69	113	69	675	79	6	0	2.019	1.935	1.976	2.003	1.549	1.306	0.829	716	5115	100	0	0	0	2687	2512	1.014	1797	890	1656	856	1514845	662178	1.463	1.203	28	40	141	597	1476
5	7	3	""	""	10685	11250	135	2796	3175	2691	1528	1778	1528	1246	53	4	0	482	563	436	145	191	145	301	59	12	0	3.763	3.940	3.744	4.129	1.970	7.973	0.507	540	4208	100	0	0	0	1605	2065	1.912	1268	337	1647	418	1714703	303768	1.121	1.236	84	77	70	157	1477
5	8	3	""	""	10925	11245	135	2626	2759	1113	2026	1911	2026	1100	8	2	0	459	491	250	182	208	182	191	69	28	0	2.166	2.372	2.201	2.359	2.440	8.540	0.274	540	4197	100	0	0	0	877	1042	1.115	600	277	733	309	1489890	265131	0.771	1.482	40	50	57	91	1478
5	9	3	""	""	11205	11240	135	2535	2803	1832	1291	1562	1291	1122	66	5	0	418	462	282	139	178	139	207	71	22	0	4.459	4.681	4.553	5.074	2.067	7.972	0.539	540	4274	100	0	0	0	1523	1835	2.157	1244	279	1512	323	1513855	249377	1.106	1.372	65	61	71	116	1479
5	10	3	""	""	11465	11240	135	3232	3285	561	399	650	399	789	100	99	0	1120	1244	612	73	98	73	127	100	100	0	2.706	2.465	2.671	2.613	1.414	2.337	0.761	540	4288	100	0	0	0	3880	4057	1.436	2833	1047	2886	1171	1773920	671712	3.340	9.024	17	49	121	129	1480
5	11	3	""	""	11740	11240	135	3216	3322	596	409	450	409	320	100	100	0	1217	1387	757	62	79	62	137	100	100	0	2.430	2.198	2.472	2.357	1.431	2.100	0.737	540	4314	100	0	0	0	3962	4238	1.281	2807	1155	2913	1325	1794062	749221	8.975	9.547	17	54	71	173	1481
5	12	3	""	""	12015	11240	135	3001	3105	598	469	508	469	310	100	100	0	1110	1228	558	61	78	61	111	100	100	0	2.414	2.259	2.409	2.389	1.388	2.190	0.787	540	4276	100	0	0	0	3581	3803	1.271	2532	1049	2636	1167	1676794	662871	8.377	10.360	19	45	61	142	1482
5	13	3	""	""	12270	11265	130	6745	6547	1779	497	759	497	788	96	94	0	3879	3899	1633	67	90	67	248	97	95	0	1.639	1.579	1.649	1.627	1.529	1.530	0.868	540	3958	100	0	0	0	10060	9882	0.713	6248	3812	6050	3832	3535520	2105192	7.345	15.359	27	41	103	275	1483
5	14	3	""	""	12545	11260	130	7192	6970	2058	474	726	474	609	97	95	0	4025	4229	2290	65	85	65	75	100	99	0	1.696	1.560	1.640	1.586	1.391	1.452	0.783	540	3994	100	0	0	0	10678	10660	0.763	6718	3960	6496	4164	3763701	2283911	10.253	55.253	29	54	83	88	1484
5	15	3	""	""	12800	11265	130	7002	6732	2118	436	628	436	550	96	94	0	3992	3949	1689	60	77	60	66	99	98	0	1.670	1.619	1.645	1.663	1.480	1.587	0.888	540	3934	100	0	0	0	10498	10185	0.740	6566	3932	6296	3889	3635522	2132721	11.098	58.667	31	42	87	85	1485
5	1	4	""	""	9060	11510	135	4249	3808	1435	429	440	429	109	99	98	0	2369	2201	1278	55	67	55	67	98	96	0	1.651	1.575	1.673	1.716	1.594	1.498	0.832	540	4162	100	0	0	0	6134	5525	0.723	3820	2314	3379	2146	2056296	1188709	30.899	31.851	37	58	24	100	1486
5	2	4	""	""	9315	11515	140	4176	3665	1867	440	447	440	113	96	93	0	2234	2077	1653	55	64	55	57	96	94	0	1.715	1.595	1.698	1.785	1.653	1.446	0.815	624	4447	100	0	0	0	5915	5247	0.778	3736	2179	3225	2022	2286819	1296251	28.478	35.316	50	79	25	89	1487
5	3	4	""	""	9580	11510	140	4184	3715	1486	457	469	457	152	93	90	0	2148	2014	1157	55	71	55	227	89	87	0	1.781	1.663	1.736	1.724	1.653	1.594	0.887	624	4491	100	0	0	0	5820	5217	0.832	3727	2093	3258	1959	2318455	1256990	21.355	8.559	40	57	32	319	1488
5	4	4	""	""	9840	11520	115	3185	3154	675	524	535	524	117	100	100	0	1045	1118	712	59	75	59	258	98	91	0	2.699	2.483	2.704	2.703	1.482	2.369	0.644	392	3108	100	0	0	0	3647	3689	1.432	2661	986	2630	1059	1236247	438409	22.385	4.043	21	63	21	344	1489
5	5	4	""	""	10105	11520	120	3158	2996	941	507	515	507	109	100	100	0	1034	1130	936	60	70	60	70	98	95	0	2.722	2.326	2.701	2.740	1.673	2.086	0.568	460	3460	100	0	0	0	3625	3559	1.445	2651	974	2489	1070	1378291	519995	22.761	15.143	31	82	21	100	1490
5	6	4	""	""	10380	11515	120	3286	2982	1102	464	473	464	118	99	99	0	1196	1569	3617	59	71	59	97	94	86	0	2.482	1.668	2.452	2.552	1.999	0.357	0.153	460	3460	100	0	0	0	3959	4028	1.311	2822	1137	2518	1510	1371848	721874	21.263	15.443	36	230	24	136	1491
5	7	4	""	""	10670	11520	130	2031	1981	332	477	756	477	813	95	34	0	310	317	114	70	95	70	281	35	0	0	6.475	6.089	6.176	6.644	1.747	2.611	0.681	540	4084	100	0	0	0	1794	1751	2.695	1554	240	1504	247	1069568	170938	1.507	0.790	16	35	107	295	1492
5	8	4	""	""	10940	11520	130	1900	1849	353	460	708	460	607	94	86	0	272	287	127	70	92	70	79	89	67	0	7.129	6.401	6.668	7.045	2.033	6.613	0.628	540	4076	100	0	0	0	1642	1606	2.834	1440	202	1389	217	998401	154908	1.880	2.468	19	44	85	85	1493
5	9	4	""	""	11200	11520	125	1683	1696	327	419	587	419	488	100	98	0	254	278	119	68	85	68	72	93	73	0	6.796	6.081	6.758	6.956	1.763	6.222	0.631	460	3704	100	0	0	0	1450	1487	2.765	1264	186	1277	210	780148	127977	2.273	2.681	19	42	83	84	1494
5	10	4	""	""	11500	11530	115	2211	2132	655	403	580	403	531	91	89	0	664	748	736	67	115	67	162	91	85	0	3.028	2.539	2.950	2.828	1.712	2.383	0.429	392	3108	100	0	0	0	2405	2410	1.599	1808	597	1729	681	835773	293037	2.923	3.907	30	98	91	140	1495
5	11	4	""	""	11750	11520	120	2512	2477	626	447	549	447	397	96	95	0	788	895	780	63	92	63	116	97	95	0	2.848	2.440	2.801	2.711	1.649	2.242	0.456	460	3460	100	0	0	0	2790	2862	1.510	2065	725	2030	832	1139510	411873	4.856	6.922	25	87	72	126	1496
5	12	4	""	""	11995	11510	105	2614	2702	1006	482	492	482	179	100	99	0	843	994	706	59	71	59	103	99	99	0	2.719	2.374	2.606	2.562	1.532	2.275	0.639	316	2572	100	0	0	0	2916	3155	1.443	2132	784	2220	935	853912	314216	12.346	8.961	37	71	36	145	1497
5	13	4	""	""	12275	11510	145	7682	7317	2067	456	552	456	817	96	95	0	4173	4204	2135	60	121	60	484	97	96	0	1.757	1.656	1.730	1.630	1.593	1.600	0.785	624	4756	100	0	0	0	11339	11005	0.813	7226	4113	6861	4144	4565724	2623159	8.280	8.436	28	50	148	400	1498
5	14	4	""	""	12550	11515	145	8125	7365	2585	421	443	421	330	93	92	0	4446	4266	1942	55	77	55	223	93	92	0	1.754	1.649	1.710	1.643	1.547	1.635	0.877	624	4733	100	0	0	0	12095	11155	0.811	7704	4391	6944	4211	4595859	2661705	20.976	18.785	35	45	74	289	1499
5	15	4	""	""	12825	11510	150	7927	7546	2291	408	459	408	786	94	93	0	4283	4322	1786	53	84	53	337	96	95	0	1.778	1.672	1.743	1.660	1.562	1.663	0.874	716	5152	100	0	0	0	11749	11407	0.830	7519	4230	7138	4269	5402635	3094756	9.017	12.576	30	41	171	401	1500
5	1	5	""	""	9045	11780	115	5898	5665	1533	465	472	465	98	99	99	0	2465	2491	1053	54	63	54	59	99	98	0	2.253	2.134	2.247	2.205	1.399	2.124	0.849	392	3108	100	0	0	0	7844	7637	1.172	5433	2411	5200	2437	2220843	976377	52.990	41.153	27	42	20	93	1501
5	2	5	""	""	9295	11790	130	5389	5061	1609	476	481	476	80	98	97	0	2164	2217	1256	52	61	52	41	98	97	0	2.326	2.118	2.236	2.190	1.496	2.057	0.762	540	4065	100	0	0	0	7025	6750	1.218	4913	2112	4585	2165	2733111	1197272	57.250	52.585	31	56	16	67	1502
5	3	5	""	""	9595	11785	120	5365	5119	1358	496	546	496	373	99	99	0	2001	2179	1493	55	86	55	200	99	99	0	2.502	2.177	2.363	2.302	1.484	1.961	0.558	460	3452	100	0	0	0	6815	6747	1.323	4869	1946	4623	2124	2354911	1002390	12.260	10.465	26	68	68	232	1503
5	4	5	""	""	9850	11790	145	3638	3771	790	517	558	517	329	100	100	0	1531	1622	520	56	84	56	175	100	100	0	2.116	2.078	2.146	2.132	1.405	2.132	0.818	624	4778	100	0	0	0	4596	4820	1.081	3121	1475	3254	1566	2353273	1012274	9.766	8.789	20	32	58	208	1504
5	5	5	""	""	10120	11790	145	3520	3671	928	509	528	509	190	100	100	0	1501	1728	1346	56	73	56	119	100	100	0	2.084	1.891	2.122	2.047	1.511	1.650	0.494	624	4763	100	0	0	0	4456	4834	1.059	3011	1445	3162	1672	2290917	1078343	16.542	13.908	25	77	35	163	1505
5	6	5	""	""	10390	11790	150	3243	3314	926	467	478	467	154	100	99	0	1394	1481	619	53	66	53	81	100	100	0	2.070	1.994	2.091	2.077	1.464	2.078	0.760	716	5110	100	0	0	0	4117	4275	1.050	2776	1341	2847	1428	2373126	1060150	18.416	17.469	27	41	32	122	1506
5	7	5	""	""	10655	11800	130	1604	1575	514	432	449	432	196	92	91	0	483	535	444	51	64	51	89	90	84	0	2.713	2.362	2.788	2.689	1.856	2.410	0.508	540	3944	100	0	0	0	1604	1627	1.440	1172	432	1143	484	850639	288662	5.745	5.292	32	82	43	139	1507
5	8	5	""	""	10925	11795	125	1544	1593	435	412	421	412	143	100	99	0	483	555	364	49	59	49	88	99	94	0	2.608	2.334	2.653	2.624	1.834	2.359	0.541	460	3666	100	0	0	0	1566	1687	1.383	1132	434	1181	506	732914	255258	8.196	5.636	27	65	33	149	1508
5	9	5	""	""	11225	11795	130	1539	1480	495	405	418	405	269	89	86	0	452	503	388	50	65	50	267	74	28	0	2.821	2.373	2.583	2.570	1.928	2.348	0.551	540	3872	100	0	0	0	1536	1528	1.496	1134	402	1075	453	799424	271801	3.948	1.640	33	77	64	410	1509
5	10	5	""	""	11460	11785	145	2158	2198	493	435	470	435	327	100	99	0	997	1076	503	57	78	57	258	100	94	0	1.833	1.730	1.812	1.800	1.429	1.676	0.774	624	4666	100	0	0	0	2663	2782	0.874	1723	940	1763	1019	1371611	671494	5.284	3.868	22	46	69	330	1510
5	11	5	""	""	11735	11785	145	2075	2132	459	460	486	460	204	99	99	0	976	1037	428	61	75	61	88	100	100	0	1.765	1.713	1.816	1.781	1.547	1.684	0.806	624	4798	100	0	0	0	2530	2648	0.820	1615	915	1672	976	1330379	646953	8.069	10.932	21	41	41	117	1511
5	12	5	""	""	12005	11785	140	2029	2083	428	479	495	479	184	99	99	0	959	1041	475	63	75	63	98	100	100	0	1.730	1.640	1.721	1.715	1.471	1.573	0.794	624	4686	100	0	0	0	2446	2582	0.791	1550	896	1604	978	1299807	649470	8.630	9.857	20	45	37	130	1512
5	13	5	""	""	12280	11780	120	514	567	322	500	561	500	553	3	2	0	69	114	355	67	104	67	324	3	2	0	7.000	1.426	2.245	2.294	3.858	1.331	0.547	460	3460	100	0	0	0	16	114	2.807	14	2	67	47	260980	52587	0.011	0.031	56	311	98	311	1513
5	14	5	""	""	12550	11780	115	495	521	257	488	497	488	99	11	2	0	64	91	199	63	74	63	98	6	2	0	7.000	1.179	1.808	1.714	4.445	0.719	0.142	392	3108	100	0	0	0	8	61	2.807	7	1	33	28	204334	35672	0.242	0.173	49	218	19	132	1514
5	15	5	""	""	12840	11795	125	433	441	79	460	504	460	820	0	0	0	56	63	41	56	80	56	320	0	0	0	100000.000	-2.714	2.305	2.062	3.952	2.771	0.818	460	3704	100	0	0	0	-27	-12	16.610	-27	0	-19	7	202681	29012	-0.077	-0.053	17	65	162	400	1515
5	1	6	""	""	9110	12085	140	1200	1254	320	448	458	448	238	99	96	0	558	663	438	49	62	49	265	96	46	0	1.477	1.313	1.443	1.430	1.487	1.150	0.795	624	4689	100	0	0	0	1261	1420	0.563	752	509	806	614	782558	413467	3.345	2.268	25	66	51	427	1516
5	2	6	""	""	9380	12090	140	1120	1157	270	430	435	430	83	99	99	0	482	573	655	47	54	47	33	100	100	0	1.586	1.382	1.554	1.527	1.481	0.824	0.385	624	4654	100	0	0	0	1125	1253	0.666	690	435	727	526	721702	357426	8.699	15.727	23	114	19	61	1517
5	3	6	""	""	9660	12090	140	1087	1137	289	417	425	417	132	99	98	0	501	587	351	47	57	47	148	99	86	0	1.476	1.333	1.433	1.433	1.516	1.239	0.799	624	4603	100	0	0	0	1124	1260	0.561	670	454	720	540	709722	366393	5.394	3.581	25	59	31	259	1518
5	4	6	""	""	9905	12055	135	1414	1461	408	451	467	451	108	99	98	0	477	569	376	50	58	50	35	100	99	0	2.255	1.946	2.151	2.158	1.585	1.772	0.730	540	4206	100	0	0	0	1390	1529	1.173	963	427	1010	519	788935	307273	9.204	14.600	27	66	23	60	1519
5	5	6	""	""	10185	12055	135	1613	1661	664	471	480	471	86	100	100	0	536	612	493	53	61	53	40	100	100	0	2.364	2.129	2.288	2.360	1.507	1.879	0.782	540	4311	100	0	0	0	1625	1749	1.241	1142	483	1190	559	896886	330650	13.733	13.775	39	80	17	65	1520
5	6	6	""	""	10455	12055	135	1494	1517	393	472	475	472	66	99	98	0	475	577	391	54	61	54	40	100	99	0	2.428	1.998	2.223	2.239	1.622	1.663	0.763	540	3778	100	0	0	0	1443	1568	1.280	1022	421	1045	523	819110	311515	15.788	12.900	25	67	13	65	1521
5	7	6	""	""	10655	12060	170	2570	3016	2819	448	452	448	67	100	100	0	1138	1544	3097	54	62	54	41	100	100	0	1.958	1.723	1.954	1.947	1.385	1.075	0.849	912	4454	100	0	0	0	3206	4058	0.969	2122	1084	2568	1490	2750485	1408227	38.269	36.146	93	200	14	66	1522
5	8	6	""	""	10925	12060	175	2305	2552	937	437	451	437	668	100	95	0	1011	1188	779	54	65	54	224	100	97	0	1.952	1.865	1.976	1.994	1.386	2.007	0.800	912	4787	100	0	0	0	2825	3249	0.965	1868	957	2115	1134	2327317	1083598	3.145	5.013	36	65	148	344	1523
5	9	6	""	""	11190	12060	170	2255	2469	758	436	451	436	689	100	89	0	934	1108	664	55	70	55	318	100	81	0	2.069	1.931	2.060	2.072	1.380	2.102	0.816	912	5036	100	0	0	0	2698	3086	1.049	1819	879	2033	1053	2252117	1010352	2.929	3.264	30	59	152	454	1524
5	10	6	""	""	11485	12055	115	789	850	369	471	481	471	203	77	35	0	195	249	399	60	69	60	74	78	42	0	2.356	2.005	2.335	2.445	2.271	1.171	0.542	392	3108	100	0	0	0	453	568	1.236	318	135	379	189	333089	97713	1.818	2.432	43	160	42	107	1525
5	11	6	""	""	11745	12055	120	743	772	184	466	470	466	79	91	81	0	193	210	115	60	69	60	54	83	63	0	2.083	2.040	2.028	2.121	2.428	2.432	0.407	460	3460	100	0	0	0	410	456	1.058	277	133	306	150	355260	96561	3.823	2.611	23	54	16	78	1526
5	12	6	""	""	12005	12055	115	743	762	163	464	484	464	147	82	45	0	208	222	125	63	72	63	57	88	66	0	1.924	1.874	1.886	1.997	2.427	2.073	0.451	392	3108	100	0	0	0	424	457	0.944	279	145	298	159	298883	87086	1.891	2.632	21	56	30	79	1527
5	13	6	""	""	12320	12070	140	5990	6266	1512	673	863	673	943	100	100	0	3165	3663	1560	86	125	86	764	100	99	0	1.727	1.564	1.658	1.639	1.264	1.323	0.867	624	4699	100	0	0	0	8396	9170	0.788	5317	3079	5593	3577	3910106	2285857	5.730	4.631	24	42	109	611	1528
5	14	6	""	""	12590	12065	140	5572	5848	1721	723	938	723	1957	97	78	0	2918	3251	1405	92	225	92	2270	73	15	0	1.716	1.622	1.751	1.691	1.364	1.492	0.885	624	4666	100	0	0	0	7675	8284	0.779	4849	2826	5125	3159	3648855	2028637	2.509	1.333	29	43	208	1008	1529
5	15	6	""	""	12865	12070	140	4988	5117	1329	544	758	544	1950	95	80	0	2337	2723	1519	73	200	73	2204	54	10	0	1.963	1.726	1.937	1.888	1.468	1.435	0.832	624	4686	100	0	0	0	6708	7223	0.973	4444	2264	4573	2650	3192824	1699186	2.235	1.145	25	55	257	1102	1530
5	1	7	""	""	9030	12340	110	1422	1529	977	433	458	433	516	90	43	0	426	523	541	50	68	50	266	72	23	0	2.630	2.317	2.739	2.700	2.186	4.131	0.387	392	2896	100	0	0	0	1365	1569	1.395	989	376	1096	473	599487	204870	2.076	1.711	63	103	112	391	1531
5	2	7	""	""	9300	12340	115	1239	1475	2060	398	406	398	171	98	96	0	361	510	854	41	51	41	60	97	90	0	2.628	2.296	2.631	2.649	2.007	2.723	0.736	392	3108	100	0	0	0	1161	1546	1.394	841	320	1077	469	578164	200100	6.251	7.650	139	167	42	117	1532
5	3	7	""	""	9550	12340	115	1366	1408	706	399	407	399	98	96	92	0	373	462	521	42	52	42	64	91	85	0	2.921	2.402	2.928	2.879	2.020	2.023	0.619	392	3108	100	0	0	0	1298	1429	1.547	967	331	1009	420	552022	181145	10.214	6.406	50	112	24	123	1533
5	4	7	""	""	9860	12325	105	1353	1401	379	429	442	429	257	99	98	0	335	421	462	48	66	48	222	69	17	0	3.220	2.606	3.162	3.210	1.645	1.398	0.658	316	2572	100	0	0	0	1211	1345	1.687	924	287	972	373	442812	132916	3.732	1.599	27	109	58	336	1534
5	5	7	""	""	10145	12335	120	1330	1272	287	441	458	441	156	94	92	0	319	336	289	53	69	53	157	80	34	0	3.342	2.936	3.193	3.211	1.890	2.626	0.537	460	3460	100	0	0	0	1155	1114	1.741	889	266	831	283	585211	154451	5.218	1.701	22	86	34	227	1535
5	6	7	""	""	10410	12330	110	1329	1310	235	451	453	451	79	99	97	0	350	360	158	53	60	53	41	98	95	0	2.956	2.798	2.919	3.039	1.640	2.831	0.755	392	2796	100	0	0	0	1175	1166	1.564	878	297	859	307	513371	141164	10.848	7.317	17	43	17	68	1536
5	7	7	""	""	10640	12320	170	2491	2593	873	450	453	450	72	98	98	0	1383	1567	1115	55	62	55	39	99	99	0	1.537	1.417	1.527	1.491	1.612	1.374	0.665	912	4881	100	0	0	0	3369	3655	0.620	2041	1328	2143	1512	2365038	1429353	29.722	38.590	33	71	15	62	1537
5	8	7	""	""	10910	12320	165	2455	2575	570	433	437	433	75	100	100	0	1305	1516	1503	55	63	55	38	100	100	0	1.618	1.466	1.627	1.607	1.451	0.991	0.446	812	4826	100	0	0	0	3272	3603	0.694	2022	1250	2142	1461	2090878	1231042	28.507	38.237	22	99	17	60	1538
5	9	7	""	""	11175	12320	165	2302	2479	871	425	517	425	1838	54	4	0	1233	1434	843	56	214	56	2698	5	1	0	1.595	1.491	1.580	1.574	1.377	1.390	0.832	812	5030	100	0	0	0	3054	3432	0.673	1877	1177	2054	1378	2012829	1164020	1.067	0.452	35	58	355	1260	1539
5	10	7	""	""	11470	12330	130	1613	1618	223	458	477	458	436	99	93	0	285	298	120	59	73	59	148	76	27	0	5.111	4.854	5.073	5.409	1.791	4.979	0.670	540	4076	100	0	0	0	1381	1399	2.353	1155	226	1160	239	873518	160792	2.617	1.520	13	40	91	202	1540
5	11	7	""	""	11740	12325	130	1544	1717	1893	455	485	455	429	97	89	0	280	402	1078	61	79	61	165	69	20	0	4.973	3.701	4.758	4.967	1.809	2.150	0.846	540	4042	100	0	0	0	1308	1603	2.314	1089	219	1262	341	927426	217071	2.872	1.958	110	268	88	208	1541
5	12	7	""	""	11990	12340	125	1326	1346	162	423	460	423	216	100	100	0	228	241	90	62	81	62	109	80	27	0	5.440	5.156	5.443	5.768	1.728	5.087	0.631	460	3670	100	0	0	0	1069	1102	2.444	903	166	923	179	618982	110741	4.102	1.468	12	37	46	134	1542
5	13	7	""	""	12285	12325	85	2937	2952	969	459	531	459	275	98	97	0	1421	1672	1931	64	86	64	93	98	98	0	1.826	1.550	1.823	1.749	1.718	1.059	0.319	208	1660	100	0	0	0	3835	4101	0.869	2478	1357	2493	1608	614009	347822	8.804	17.054	32	115	51	108	1543
5	14	7	""	""	12550	12335	85	3059	2952	990	408	444	408	279	98	94	0	1479	1762	1899	64	88	64	278	96	91	0	1.873	1.498	1.822	1.735	1.725	0.986	0.401	208	1660	100	0	0	0	4066	4242	0.906	2651	1415	2544	1698	613925	366399	8.989	6.022	33	107	62	315	1544
5	15	7	""	""	12855	12315	85	3027	3007	778	422	479	422	235	99	97	0	1232	1359	763	66	93	66	178	98	96	0	2.234	1.999	2.200	2.191	1.564	1.862	0.624	208	1660	100	0	0	0	3771	3878	1.160	2605	1166	2585	1293	625505	282620	10.757	7.112	25	56	49	191	1545
5	1	8	""	""	9055	12610	135	2642	2636	451	435	462	435	423	98	98	0	736	786	392	51	75	51	300	98	67	0	3.222	2.995	3.216	3.151	1.434	2.220	0.636	540	4240	100	0	0	0	2892	2936	1.688	2207	685	2201	735	1423256	424552	5.139	2.370	17	49	91	400	1546
5	2	8	""	""	9325	12605	135	2615	2609	402	411	420	411	179	100	99	0	742	786	307	48	66	48	563	76	6	0	3.176	2.978	3.128	3.086	1.438	3.023	0.801	540	4267	100	0	0	0	2898	2936	1.667	2204	694	2198	738	1408925	424659	12.229	1.279	15	39	42	853	1547
5	3	8	""	""	9605	12605	135	2600	2598	588	411	424	411	284	98	98	0	742	782	491	48	78	48	667	55	3	0	3.154	2.980	3.140	3.117	1.475	1.325	0.240	540	4145	100	0	0	0	2883	2921	1.657	2189	694	2187	734	1402671	422286	7.655	1.055	22	62	66	855	1548
5	4	8	""	""	9850	12600	140	819	874	350	416	422	416	163	93	71	0	222	270	277	51	62	51	94	80	45	0	2.357	2.091	2.426	2.405	2.243	2.343	0.363	624	4526	100	0	0	0	574	677	1.237	403	171	458	219	545586	168205	2.773	2.213	40	102	38	151	1549
5	5	8	""	""	10120	12600	140	838	894	352	430	545	430	2072	1	0	0	230	268	191	57	79	57	194	44	9	0	2.358	2.199	2.304	2.484	2.029	2.816	0.371	624	4581	100	0	0	0	581	675	1.238	408	173	464	211	557682	167292	0.168	0.974	39	71	380	245	1550
5	6	8	""	""	10390	12600	145	785	893	1231	426	440	426	171	92	55	0	211	262	376	53	64	53	128	62	24	0	2.272	2.234	2.329	2.400	2.100	3.319	0.828	624	4861	100	0	0	0	517	676	1.184	359	158	467	209	557015	163633	2.649	1.547	137	143	38	200	1551
5	7	8	""	""	10665	12595	115	2239	2204	468	445	449	445	72	100	99	0	591	648	463	57	66	57	43	99	99	0	3.360	2.976	3.268	3.292	1.615	2.919	0.543	392	3108	100	0	0	0	2328	2350	1.748	1794	534	1759	591	863864	253865	24.375	13.535	21	71	16	65	1552
5	8	8	""	""	10930	12600	110	2219	2159	432	440	444	440	74	100	100	0	587	710	663	59	66	59	40	99	99	0	3.369	2.641	3.275	3.106	1.685	2.238	0.442	392	2896	100	0	0	0	2307	2370	1.752	1779	528	1719	651	846157	278326	23.176	16.100	20	93	16	60	1553
5	9	8	""	""	11190	12600	120	2405	2397	861	415	574	415	2491	11	1	0	736	946	1690	57	297	57	3290	2	1	0	2.931	2.229	2.820	2.705	1.676	1.245	0.575	460	3460	100	0	0	0	2669	2871	1.551	1990	679	1982	889	1102661	435183	0.732	0.197	35	178	433	1107	1554
5	10	8	""	""	11475	12600	145	1765	1789	216	410	442	410	975	99	1	0	496	526	238	58	81	58	436	50	2	0	3.094	2.947	3.090	3.157	1.439	2.806	0.733	624	4842	100	0	0	0	1793	1847	1.629	1355	438	1379	468	1116579	327990	1.382	1.021	12	45	220	538	1555
5	11	8	""	""	11745	12600	150	1784	1796	354	393	442	393	1047	96	1	0	489	526	244	58	84	58	444	48	3	0	3.227	2.998	3.175	3.192	1.506	2.429	0.861	716	5072	100	0	0	0	1822	1871	1.690	1391	431	1403	468	1285972	376620	1.293	0.995	19	46	236	528	1556
5	12	8	""	""	12015	12600	155	1619	1638	244	359	388	359	209	100	100	0	441	471	222	61	79	61	96	100	93	0	3.316	3.120	3.299	3.387	1.564	3.070	0.686	716	4783	100	0	0	0	1640	1689	1.729	1260	380	1279	410	1172708	337580	5.981	4.083	14	47	53	121	1557
